0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,file_name
-1.0637558376525345,0.16525501494512407,0.6912316200918451,0.24609082187467274,0.8346195285929076,0.7547033046776849,0.8900694034722157,0.4248509370054793,0.7802379362974577,0.9281371563321469,-1.0204148115093914,-0.054308048465874795,1.1629920053325258,-0.14575240686708468,-0.24942862063774288,-0.3061132314393277,-0.2268353503351824,-0.15721840648207114,-0.1796381209841273,-0.1861895818233054,-0.14954637804306423,-0.10665160610733244,-0.06365718502548508,-0.05551271084043466,-0.06247900420426547,-0.019301521876429355,-0.02545841689392559,-0.1306340395213024,-0.15900752495277737,-0.07143644878904724,-0.024551191430851986,0.03529971114983185,0.03299821886836574,0.030188809346773697,0.017151602911603742,0.025025027862467204,0.04128630211333985,0.09038632132009207,0.12280435410204883,03-01-01-01-01-01-01.wav
-0.9946255111780224,0.27727958654234136,0.5109768078028329,0.3588475556466355,1.1734367343453296,0.8583105477423648,0.7041624410202414,0.687789841969723,0.7342434083481343,0.4464937849276372,-0.9639836107452028,0.1409959768592556,1.2091768947207828,-0.14575833293601945,-0.24942862063774288,-0.30611314518717997,-0.22683660242592948,-0.15721871028445558,-0.17963878303823183,-0.18618845385325655,-0.1495471880786421,-0.1066515217786024,-0.06365737368150039,-0.055513057367047806,-0.062479006448633426,-0.019301521876429355,-0.02549913902051635,-0.13063447607118564,-0.15900683883498554,-0.07143610536795325,-0.02455099133626983,0.03530120352191881,0.03299843387784211,0.030189724096226257,0.017150267962805,0.025026129450516486,0.041285204374293574,0.09038692411377205,0.12280450267701379,03-01-01-01-01-02-01.wav
-0.9543247611055771,0.2427157061318203,0.7447707934931205,0.21153387835531803,0.9673470662307007,0.38480533497530656,0.9075013535895418,0.6955737466038239,0.5457314949403491,0.6735039688557065,-0.9244775818532571,-0.30718288165628793,0.9162270090506978,-0.1867240950650657,-0.33745073092285016,-0.4566603374423819,-0.43090519793356713,-0.38217174779779584,-0.3898978540052057,-0.381970841779988,-0.3104316528165281,-0.1961900187028173,-0.11225190075760096,-0.05067204160602628,0.003732527636027663,0.1196065355036138,-0.42427681884479695,-0.8585274752895332,-1.521584395212142,-1.7072550271506604,-1.903201583611209,-1.7936827418634764,-1.8308742563890366,-1.7924914334902133,-1.642012919372918,-1.6707572619321627,-1.592613376946073,-1.4658339968064185,-1.3917541921566698,03-01-01-01-02-01-01.wav
-0.9151181755199246,0.09935947830834639,0.9023496087613916,0.3721468957326691,0.9337259862275629,0.6099698859964368,1.1058406371181804,0.9157410404771498,0.45023712502684227,0.48813566918980217,-0.9025755457806474,0.002205915418516058,1.0168937656124386,-0.28776621030638433,-0.4277274476115443,-0.19310616633613042,0.11031923902176785,-0.39811746323465674,-1.3596677526022347,-1.6920237501517044,-0.8224217508712296,0.24230536577719652,0.5045028037676755,-0.1545718003170451,-0.8178054933000587,-0.46315846186220133,-0.37950553310744695,-0.7089343501207828,-1.1175363088939172,-1.3669017694240122,-1.6769410012100352,-1.4960432423600125,-1.5565834689389357,-1.845501793849166,-2.018470023390405,-2.3013293011502025,-2.2527643772336274,-1.6816333161876553,-1.0130318112456052,03-01-01-01-02-02-01.wav
-1.3924396313548688,0.6539416697439108,0.9228235713076892,0.5352345005421449,0.972074705229554,0.8889824032206918,0.8866526520163549,0.7169420029922354,0.40005098739917216,1.1252250822279743,-1.0015209000401228,-0.48905205474439584,0.9939918854011023,-0.4528442016300971,-0.9058154087005438,-1.42571955351363,-1.7621213610767836,-1.9200487064812968,-1.9811453636811007,-2.118178432718524,-2.114268232882938,-1.617486600370089,-1.5715584362629598,-1.6354189715349727,-1.3890515600145668,-1.2893146996397822,-0.8192605430172828,-1.5422474187281758,-2.6491722049794943,-2.8411424589057366,-2.996762479579997,-2.778743861019503,-2.8279630435981287,-2.7976255467286584,-2.522052731123686,-2.3911942383146694,-2.025809385568912,-1.5757066556080586,-1.2334824536727944,03-01-02-01-01-01-01.wav
-1.1494692898827914,0.8772640685862679,1.102437524933999,0.14876061452383998,0.7856677886605854,0.9950820531448686,0.9282813168379952,0.3992568819588752,0.36202510011952066,0.8988257519749167,-0.48857879994488634,-0.6333983779058181,1.202302865848604,-0.10736396159643526,-0.1658722873686297,-0.15766726997203942,-0.01256815593293919,0.10084732080906282,0.09207389624393451,0.11126191864948931,0.15838402404663626,0.1390103023505065,0.2002984435986831,0.2497219281574429,0.22456730854117532,0.2854151609092752,0.013623544536161887,-0.05912986114091923,-0.02452706085593824,0.09098723675101239,0.16300582194340013,0.21855973281252372,0.2199917444796207,0.2129009712745417,0.18296803606388934,0.19339560582516016,0.2013044689510917,0.23875708810515073,0.2603762356099694,03-01-02-01-01-02-01.wav
-1.1350198823954116,1.0457452724591996,0.8244046628349817,0.518797855644623,0.799292983791324,0.796647329586176,0.8732865845241738,1.206453433178621,0.47623672877171236,1.0654243372179284,-0.5938539742104735,-0.5800920933269179,1.2834547571682793,-0.16746686470068403,-0.2967061615611283,-0.390295618471513,-0.3488060426788552,-0.30492097900463916,-0.3362804027132874,-0.35925448158338313,-0.3307691199076609,-0.2532610441561977,-0.22387005331097068,-0.24459277437227428,-0.2446973151580992,-0.21850955147587825,-0.09225199826440142,-0.25299738938751476,-0.3906683382324338,-0.3543944004353625,-0.35664595053969395,-0.2963138987598908,-0.314988275144339,-0.3220396464391796,-0.31689789014202846,-0.33321959298942844,-0.32318059689567086,-0.2777330950941815,-0.25789256747629696,03-01-02-01-02-01-01.wav
-1.0846814896646952,1.095347160235241,1.048108784819514,0.2875385018033831,1.020703598775149,0.9132380694396479,0.9023114039726278,1.1613036140269826,0.47162794438427613,0.8631568733448556,-0.44486198964996415,-0.5197430188067098,1.0090096311738739,-0.2775452124249354,-0.5344703134460126,-0.8033789107174785,-0.9240229160564459,-0.9657530462895272,-0.9947927508777754,-1.0397811888502857,-0.9988693902510344,-0.7655677155723245,-0.7652783322588531,-0.8799899934610318,-0.8733376536995998,-0.9459673067566255,0.11338956014259968,0.12297378156059159,0.31622654324345806,0.4996368435370245,0.6316458721858815,0.6747841894674678,0.6872128247422264,0.6766716619646936,0.6181495974942867,0.6610044552875828,0.6853102651845641,0.7443873601388694,0.8098839513128504,03-01-02-01-02-02-01.wav
-1.50657103179657,1.1630021334770402,1.2397327775705063,0.49966485700958385,0.9353103654281003,1.0825069668785907,0.9126463735027142,0.6880347629921217,0.33238416287794137,1.490035625397272,-0.35498922031379815,-0.3274888493041144,1.0343563765631796,0.13814200181132802,0.23064487821436544,0.31199993863627523,0.5205274197106176,0.6844464402986966,0.6751966852425798,0.6852208322154117,0.4518352291787817,0.06512423609157995,0.22338263095272426,0.4179343039606807,0.6064023145908223,0.8360586145877914,0.9560064674948946,1.3489451556464318,1.9942853663786804,1.9507727630795932,2.0084491182938637,1.9349851111669343,2.0374289756947537,1.6302083150677413,0.7908031012846952,1.0686072054264517,0.967338031058702,0.6393515283719773,-0.01552819115904233,03-01-02-02-01-01-01.wav
-1.1395515957377784,1.140330678749917,0.7339325290184321,0.3943766321721126,0.4848646891778938,1.0850942230854652,0.44998638482179104,0.8971710978718255,-0.13142335347821937,1.0171819058191505,-0.45573694479309435,-0.6534374941081811,1.4242886625351991,-0.14973064581304546,-0.2580957098004233,-0.32160876585605946,-0.24943700101460045,-0.1848466467510907,-0.20929642020105355,-0.21944622268673653,-0.18498890855635164,-0.13591279688967906,-0.09638214020008412,-0.09514808675733245,-0.10178917633076363,-0.06365499457094533,-0.022004448456646467,-0.1242712679574626,-0.14692263475857956,-0.05659802652712112,-0.00700680630834067,0.05298865911972562,0.05177790610368527,0.04946486831237834,0.03572813135232419,0.045318112864901956,0.06236113164777416,0.1121657875381401,0.1459052539579333,03-01-02-02-01-02-01.wav
