0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,file_name
-726.2172,68.54142,3.2933977,12.2053,5.5102777,13.66741,-2.9838283,3.0980291,-3.3108134,-1.5643841,-7.8616524,-2.1242816,2.849204,-9.84438e-08,0.0,-3.0763687e-09,6.1527374e-09,-6.1527374e-09,0.0,-1.2305475e-08,1.2305475e-08,-1.5381844e-09,0.0,0.0,3.0763687e-09,0.0,4.5530257e-07,3.0763687e-09,4.614553e-09,-3.0763687e-09,1.5381844e-09,-4.9990994e-09,3.0763687e-09,-4.614553e-09,6.1527374e-09,-1.5381844e-09,3.4609149e-09,1.9227304e-09,-1.9227304e-09,03-01-01-01-01-01-01.wav
-719.1283,70.20157,1.168397,13.122541,7.83695,14.41129,-4.1113596,4.468973,-3.5393667,-3.6586075,-7.648504,-1.4770775,3.031821,-6.8250176e-07,0.0,0.0,-2.4375062e-08,-1.2187531e-08,-1.2187531e-08,6.0937655e-09,0.0,0.0,-3.0468827e-09,-4.570324e-09,3.0468827e-09,0.0,-6.550798e-07,-6.0937655e-09,1.2187531e-08,0.0,3.0468827e-09,6.0937655e-09,4.570324e-09,1.5234414e-09,-3.0468827e-09,5.332045e-09,-3.0468827e-09,5.332045e-09,-1.142581e-09,03-01-01-01-01-02-01.wav
-714.9957,69.68935,3.9245641,11.92419,6.4217234,11.011614,-2.878103,4.5095577,-4.476109,-2.6715493,-7.4992843,-2.9622655,1.8734848,-0.0040381616,-0.005622491,-0.00536959,-0.0049755145,-0.004468526,-0.0038706006,-0.0031935603,-0.0024440405,-0.0016332123,-0.00078482734,6.384337e-05,0.00086987525,0.0015961278,-0.010874245,-0.015290072,-0.015039344,-0.014653678,-0.014164883,-0.013594909,-0.012950785,-0.01223024,-0.011433903,-0.010576018,-0.00968635,-0.008801757,-0.007952768,03-01-01-01-02-01-01.wav
-710.9753,67.56488,5.7822404,13.230727,6.190846,12.628252,-1.6751693,5.6574936,-4.950634,-3.4775453,-7.4165573,-1.937004,2.2715254,-0.01399661,-0.011388997,0.0040306374,0.008220327,-0.004785275,-0.021722768,-0.024562903,-0.010221824,0.006365091,0.009176049,-0.0013064859,-0.009923306,-0.0051001534,-0.009653453,-0.01214773,-0.010579691,-0.011604791,-0.012458895,-0.011382542,-0.011044924,-0.012585941,-0.0140282065,-0.014508681,-0.013599966,-0.010022287,-0.005964142,03-01-01-01-02-02-01.wav
-759.92175,75.78352,6.0236053,14.557394,6.4541883,14.631508,-3.004551,4.6209702,-5.200016,-0.70743024,-7.7902875,-3.5649488,2.1809704,-0.030266268,-0.041927293,-0.039933175,-0.037432507,-0.035017233,-0.03316334,-0.03151426,-0.029846622,-0.02755814,-0.024353309,-0.020837313,-0.017428208,-0.01459313,-0.021644384,-0.029652242,-0.027485017,-0.02481105,-0.022410251,-0.02091691,-0.01987888,-0.018974718,-0.017498579,-0.015069138,-0.012254494,-0.009423181,-0.007121702,03-01-02-01-01-01-01.wav
-735.0066,79.09305,8.141051,11.413549,5.174124,15.393283,-2.7520719,2.9645836,-5.388972,-1.6918324,-5.8528347,-4.0432878,3.0046408,0.003783367,0.0053372355,0.005294642,0.005224153,0.005126265,0.005001855,0.004851962,0.0046778684,0.0044809543,0.0042630066,0.004025726,0.0037711528,0.0035013575,0.0010661148,0.0015020145,0.0014843235,0.0014549895,0.0014141675,0.0013621745,0.0012992945,0.0012259991,0.0011427078,0.0010500684,0.00094864954,0.0008391657,0.0007223716,03-01-02-01-01-02-01.wav
-733.5249,81.58986,4.8633575,14.423687,5.2676888,13.96856,-3.0856166,7.1732464,-4.8214383,-0.9674486,-6.2504735,-3.8666399,3.3255188,-0.002140219,-0.0030198952,-0.0030025493,-0.0029738173,-0.0029340007,-0.002883575,-0.0028230152,-0.0027529926,-0.002674207,-0.0025875126,-0.0024937685,-0.00239394,-0.0022890067,-0.0018208252,-0.0025703523,-0.0025569357,-0.0025347425,-0.0025039683,-0.002464903,-0.0024179195,-0.0023634674,-0.002302051,-0.0022342512,-0.0021606893,-0.0020820287,-0.001998996,03-01-02-01-02-01-01.wav
-728.363,82.324936,7.5005765,12.542464,6.788125,14.805659,-2.9095802,6.9378386,-4.84434,-1.8469235,-5.6877103,-3.6666534,2.2403512,-0.012989255,-0.018207293,-0.017736055,-0.016998444,-0.016060906,-0.015005907,-0.013923642,-0.012902289,-0.012018853,-0.011331509,-0.010873994,-0.010652875,-0.010647885,0.0037864645,0.00532727,0.005245368,0.0051156757,0.0049476787,0.0047533102,0.0045456975,0.0043379134,0.004141703,0.0039663855,0.0038180125,0.003698938,0.003607771,03-01-02-01-02-02-01.wav
-771.62524,83.32755,9.759607,14.268046,6.201726,16.020977,-2.8468983,4.47025,-5.536262,0.8787948,-5.3482485,-3.029556,2.3405733,0.027979797,0.030665124,0.022046335,0.018221801,0.016718999,0.015736366,0.0142142745,0.009135767,0.0031332476,0.004635827,0.0062442715,0.008787615,0.009828545,0.026762351,0.031079933,0.023766827,0.018114962,0.015328673,0.014120437,0.0139274355,0.010736171,0.0053315214,0.006508465,0.005489976,0.0031048704,-0.0007263696,03-01-02-02-01-01-01.wav
-733.9896,82.99157,3.7967932,13.411559,3.1084962,16.039553,-5.652945,5.5606713,-7.840987,-1.1772105,-5.7287865,-4.109694,3.882382,-0.00039218334,-0.00055361807,-0.0005526847,-0.00055105507,-0.00054881925,-0.00054596964,-0.00054248853,-0.000538405,-0.0005337355,-0.0005285233,-0.0005227492,-0.0005164451,-0.0005096451,9.463569e-05,0.00013365898,0.00013339076,0.00013291962,0.0001322849,0.0001314777,0.00013049041,0.00012933828,0.0001280238,0.00012655952,0.00012494274,0.00012318346,0.000121298144,03-01-02-02-01-02-01.wav
